,facility_address,facility_name,facility_city,grade,score,serial_number,points,violation_description,violation_status,time,activity_date,year
40629,12181 BLUFF CREEK DR STE B,HASH,PLAYA VISTA,A,90,DAXTSEZZA,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201708,2017-08-03,2017
611514,615 W MISSION BLVD,MERCADO LA CACHANILLA,POMONA,A,97,DAP1OOXQE,1.0,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE,201512,2015-12-31,2015
200632,243 S SAN PEDRO ST,BALDORIA,LOS ANGELES,A,90,DAPNYHR3I,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201709,2017-09-19,2017
214663,2501 PASADENA AVE,ROYAL LIQUORS,LOS ANGELES,A,95,DATRX3OII,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201604,2016-04-13,2016
153633,8947 W SUNSET BLVD,DOUGH PIZZERIA AND BAR,WEST HOLLYWOOD,A,91,DAWNEVOLF,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201606,2016-06-27,2016
713582,10910 LINDBROOK DR,NOAH'S NEW YORK BAGELS #2154,LOS ANGELES,A,90,DAQMRSWPG,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201610,2016-10-19,2016
515523,1413 HAWTHORNE BLVD,RALPHS #120,REDONDO BEACH,A,97,DASMCVBZV,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201609,2016-09-27,2016
412921,7526 S HOOVER ST,AUTENTICO SABOR CASERO,LOS ANGELES,A,95,DAGLIDI57,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201610,2016-10-05,2016
424153,736 E VALLEY BLVD,HAPPY HARBOR CUISINE,ALHAMBRA,B,80,DADX4URBD,4.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201507,2015-07-21,2015
763752,944 E SLAUSON AVE,NORTHGATE MARKETS #38,LOS ANGELES,A,92,DAUWADA0X,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201710,2017-10-13,2017
610876,12309 E CARSON ST,JIM'S BURGERS,HAWAIIAN GARDENS,A,92,DAX4MATB0,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201603,2016-03-29,2016
544557,3455 W SEPULVEDA BLVD,RALPHS MARKET  #110,TORRANCE,A,93,DALAS7S0C,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201708,2017-08-31,2017
288706,1117 N HOBART BLVD,PAROS PIZZA,LOS ANGELES,A,95,DA0V0ZRKQ,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201612,2016-12-19,2016
592723,26101 MAGIC MOUNTAIN PKWY,SIX FLAGS MAGIC MOUNTAIN & SIX FLAGS HURRICANE HARBOR,VALENCIA,A,97,DAZRTF5YH,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201705,2017-05-19,2017
702729,17142 E COLIMA RD,TAMAYA,HACIENDA HEIGHTS,A,91,DA4FNVPY5,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201608,2016-08-22,2016
511788,5862 ARBOR VITAE ST,ALIKI'S GREEK TAVERNA,LOS ANGELES,A,91,DAEJWNUZY,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201711,2017-11-14,2017
888931,2242 E CESAR E CHAVEZ AVE,NEVERIA EL RINCON DE ROSS,LOS ANGELES,A,93,DAOLDLZNQ,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201709,2017-09-07,2017
97095,600 N SAN FERNANDO BLVD,IKEA,BURBANK,A,99,DA2HO3R78,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201602,2016-02-04,2016
720942,10218 1/2 RIVERSIDE DR,SWEETSALT,NORTH HOLLYWOOD,A,94,DAADCUZ1P,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201509,2015-09-28,2015
442146,4300 E CESAR CHAVEZ AVE,TONO'S TACOS,LOS ANGELES,A,93,DAJWGT0CS,1.0,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE,201704,2017-04-28,2017
62532,6102 N VINELAND AVE,TORTAS AHOGADAS LOS TRIPONES,NORTH HOLLYWOOD,B,80,DAATKLIFS,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201607,2016-07-18,2016
585241,3680 WILSHIRE BLVD STE B02,PHAROH KARAOKE LOUNGE,LOS ANGELES,A,90,DAVDD6RQU,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201511,2015-11-18,2015
693557,4229 E SLAUSON AVE,EL INDIO AZTECA,MAYWOOD,A,92,DA0E7UA2Y,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201709,2017-09-12,2017
616491,2256 E ROUTE 66,MAURICIO'S MEXICAN FOOD & PIZZA,GLENDORA,A,90,DAPXYXCBA,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201608,2016-08-25,2016
351662,380 WORLD WAY T74,LUCKY FISH,LOS ANGELES,A,90,DA0LMQH7O,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201512,2015-12-02,2015
349878,23120 LYONS AVE STE 1,PAPA JOHN'S PIZZA,SANTA CLARITA,A,95,DAV04PDVO,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201712,2017-12-18,2017
859310,1500 W GLENOAKS BLVD,ANI GROCERY & DELI,GLENDALE,A,92,DAUCJJV5E,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201602,2016-02-10,2016
397245,15417 CHATSWORTH ST,DONUT STATION,MISSION HILLS,B,84,DATUVZZTN,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201509,2015-09-01,2015
472839,17531 CENTRAL AVE # G,TACOS PUEBLA #2,CARSON,A,93,DAIFSGX61,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201607,2016-07-27,2016
82670,18751 COLIMA RD,RED CASTLE 1,ROWLAND HEIGHTS,A,90,DANFQIOUO,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201710,2017-10-17,2017
587788,13701 ROSCOE BLVD,DEL TACO #315,PANORAMA CITY,A,96,DAZZDXPNW,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201711,2017-11-17,2017
664264,418 W FOOTHILL BLVD,FOSTERS FREEZE #105,GLENDORA,A,91,DACQV0SUQ,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201508,2015-08-13,2015
174629,4163 W 5TH ST,HAN BAT SHUL LUNG TANG,LOS ANGELES,A,93,DACSWUBIN,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201706,2017-06-07,2017
315210,6331 LANKERSHIM BLVD,RESTORANTE TAQUERIA LA CHISP,NORTH HOLLYWOOD,A,90,DAQEIBQE7,1.0,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE,201511,2015-11-24,2015
802923,14500 S WESTERN AVE,JATZEL'S MINI MARKET,GARDENA,A,95,DACKQAE6G,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201701,2017-01-11,2017
653311,800 S MYRTLE AVE,GENE'S GRINDERS,MONROVIA,A,96,DA2USM766,2.0,"# 04. Proper eating, drinking, or tobacco use",OUT OF COMPLIANCE,201604,2016-04-07,2016
58088,2770 FLETCHER DR,BANGKOK GRILL,LOS ANGELES,B,87,DA6V8LOYV,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201710,2017-10-18,2017
698443,7140 VAN NUYS BLVD,TACO MEXICO,VAN NUYS,A,91,DASBNFCYW,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201507,2015-07-21,2015
765343,6846 DE SOTO AVE,MARISCOS LOS ARCOS,WINNETKA,A,96,DAJJTIEWJ,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201701,2017-01-23,2017
576821,7800 BEVERLY BLVD,CBS EXECUTIVE KITCHEN,LOS ANGELES,A,97,DA7UQVAU7,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201604,2016-04-26,2016
300773,11915 VENTURA BLVD,BLACK MARKET LIQUOR BAR,STUDIO CITY,A,96,DANI9N19H,1.0,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,201612,2016-12-20,2016
621988,6817 WOODMAN AVE,PANADERIA MEXICO,VAN NUYS,A,94,DARUEA0SP,1.0,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE,201704,2017-04-26,2017
760750,12689 GLENOAKS BLVD,FOOD 4 LESS #767,SYLMAR,A,96,DAFUCH08H,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201711,2017-11-08,2017
779176,13689 FOOTHILL BLVD,STARBUCKS #25059,SYLMAR,A,98,DAHNEVHLM,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201510,2015-10-27,2015
800528,120 JAPANESE VLG PLZ MALL,FRYING FISH,LOS ANGELES,A,94,DA8QRBMS0,2.0,# 01b. Food safety certification,OUT OF COMPLIANCE,201508,2015-08-18,2015
625441,2787 E DEL AMO BLVD # E-16,INCREDIBLE CAFE EXPRESS,COMPTON,A,90,DAD056WDA,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201712,2017-12-07,2017
322735,1810 E WILLOW ST,CHINESE GOURMET,SIGNAL HILL,A,90,DAF0PNJFU,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201704,2017-04-19,2017
651476,114 N AZUSA AVE,SMART & FINAL #367,COVINA,A,94,DAZOLXINZ,1.0,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE,201702,2017-02-22,2017
165703,2647 SANTA ANA ST,WABA GRILL,SOUTH GATE,A,94,DAACGY9VD,1.0,# 41. Garbage and refuse properly disposed; facilities maintained,OUT OF COMPLIANCE,201603,2016-03-28,2016
30234,701 N GRAND AVE,FARMER BOYS COVINA,COVINA,A,90,DAZQLAHMH,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201701,2017-01-17,2017
521230,3459 N VERDUGO RD,"C'EST LA VIE MONTROSE, LLC",GLENDALE,A,95,DAZHJO3DM,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201702,2017-02-13,2017
641860,3516 W VICTORY BLVD,THE OFFICE BAR & GRILL,BURBANK,B,84,DA0GFIUN5,1.0,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE,201510,2015-10-14,2015
347418,3465 W 6TH ST STE 110,TOE BANG CAFE,LOS ANGELES,A,90,DA5GHTNYR,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201706,2017-06-05,2017
432837,1145 W CARSON ST,LEE'S SANDWICHES,TORRANCE,A,90,DAOFVOZLB,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201605,2016-05-03,2016
689732,5219 1/2 LAUREL CANYON BLVD,NOODLE MONSTER,VALLEY VILLAGE,A,93,DAC4IODEM,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201507,2015-07-07,2015
87994,260 S LA BREA AVE,RALPHS MARKET #39,LOS ANGELES,A,99,DA5RPY0MX,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201605,2016-05-27,2016
469517,604 W GLENOAKS BLVD,ORGANIC GREEN CORNER CAFE,GLENDALE,A,97,DA72GKBCV,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201612,2016-12-14,2016
484991,528 N MONTEBELLO BLVD,ANI'S BBQ CHICKEN,MONTEBELLO,A,90,DASZPI66F,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201712,2017-12-26,2017
388237,500 N ATLANTIC BLVD STE 166,HULAFISH,MONTEREY PARK,C,73,DA7D8DTRT,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201704,2017-04-18,2017
354675,7125 S SAN PEDRO ST # A,NEW DONUTS,LOS ANGELES,B,80,DAT1RI7JE,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201605,2016-05-10,2016
761240,7825 STATE ST,LA ESTRELLA MEAT MARKET,HUNTINGTON PARK,A,92,DA7S6VNGB,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201612,2016-12-07,2016
789896,13606 ROSCOE BLVD # 3,HOUSE OF VITAMINS,PANORAMA CITY,A,94,DALSAN0XF,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201607,2016-07-19,2016
782729,161 N GLENDORA AVE,THE VILLAGE VAULT RESTAURANT,GLENDORA,A,91,DAL9CYUTA,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201611,2016-11-04,2016
336347,110 N INTERNATIONAL BDWK,INTERNATIONAL ICE CREAM,REDONDO BEACH,A,98,DA6XSOM80,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201611,2016-11-01,2016
72603,3470 W 6TH ST STE 2-A,NAM DAE MOON JIP RESTAURANT,LOS ANGELES,B,86,DAY3PHOLN,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201605,2016-05-23,2016
239708,1629 W 6TH ST,UNION PLAZA MARKET,LOS ANGELES,A,90,DAJ2TGOGZ,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201702,2017-02-02,2017
9441,2128 N GLENOAKS BLVD # 101,ALEPPO KITCHEN,BURBANK,A,92,DAKVTGQE9,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201603,2016-03-08,2016
798030,18594 VENTURA BLVD,COCONUT THAI CUISINE,TARZANA,A,95,DAJJVBSVB,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201512,2015-12-08,2015
246156,3155 CENTURY BLVD,LA UNICA MEAT MARKETS,SOUTH GATE,A,94,DAONARR6K,1.0,# 47. Permits Available,OUT OF COMPLIANCE,201705,2017-05-17,2017
389242,44431 N DIVISION ST,THE WHITEHOUSE,LANCASTER,A,90,DAWLA4KXR,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201508,2015-08-27,2015
516043,707 S WESTERN AVE,WEST 7 LIQUOR & MARKET,LOS ANGELES,A,96,DARHCR0X0,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201710,2017-10-05,2017
359957,109 N CHEVY CHASE DR UNIT A,LEMON ZEST,GLENDALE,A,92,DAIJTEXOO,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201510,2015-10-20,2015
814025,6700 TOPANGA CANYON BLVD,TARGET #2143,CANOGA PARK,A,98,DA9I7W12Y,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201707,2017-07-13,2017
417277,8116 BEVERLY BLVD,BERRI'S BAKERY,LOS ANGELES,A,90,DA9HSZ9NP,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201704,2017-04-10,2017
129192,3100 BALDWIN PARK BLVD,TARGET STORES #1033,BALDWIN PARK,A,95,DA2QEUYPW,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201709,2017-09-26,2017
140628,401 E MANCHESTER BLVD,MCDONALD'S #24379,INGLEWOOD,A,95,DA09QZNW5,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201601,2016-01-28,2016
596950,1100 N SAN FERNANDO BLVD,RALPHS MARKET #712,BURBANK,A,97,DAWATQZ1N,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201608,2016-08-19,2016
830677,107 E ALONDRA BLVD,TONY'S BURGERS,COMPTON,A,92,DAFSU6BFI,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201710,2017-10-31,2017
623981,15112 INGLEWOOD AVE,AL NOOR PAKISTANI CUISINE,LAWNDALE,A,93,DA5GGROQU,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201603,2016-03-08,2016
264463,849 S BALDWIN AVE,KFC,ARCADIA,A,96,DASPWO1O6,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201608,2016-08-30,2016
623081,11754 E 166TH ST,PACOS TACOS,ARTESIA,A,97,DAHXGDQZ0,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201512,2015-12-03,2015
298127,6802 S LA CIENEGA BLVD,PANDA EXPRESS #1488,INGLEWOOD,A,96,DAWLSDXGQ,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201712,2017-12-08,2017
254101,3112 N GLENDALE BLVD,SUBWAY #28619,LOS ANGELES,A,93,DA0593197,0.0,# 50. Impoundment of unsanitary equipment or food,OUT OF COMPLIANCE,201606,2016-06-09,2016
505451,21020 VENTURA BLVD,PAOLIS ITALIAN KITCHEN,WOODLAND HILLS,A,93,DAOBZGPR5,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201710,2017-10-16,2017
288392,5800 FULTON AVE,PACIFIC DINNING VALLEY COLLEGE,VALLEY GLEN,A,90,DAE203PIQ,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201710,2017-10-30,2017
520373,8104 W 3RD ST,FONUTS,LOS ANGELES,A,94,DAI0DDJBQ,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201602,2016-02-18,2016
117677,231 YACHT CLUB WAY,CHART HOUSE #5,REDONDO BEACH,A,92,DABTPQLQD,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201606,2016-06-21,2016
133431,1000 UNIVERSAL SUDIOS BLVD # H103,CINNABON,UNIVERSAL CITY,A,90,DAOUOKGE0,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201712,2017-12-12,2017
461837,1841 N WESTERN AVE,RITE AID #05436,LOS ANGELES,A,94,DAUHYFTDF,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201711,2017-11-14,2017
604012,458 W ARROW HWY,LOTUS GARDEN RESTAURANT,COVINA,A,91,DAQ8ZU04Z,0.0,# 50. Impoundment of unsanitary equipment or food,OUT OF COMPLIANCE,201606,2016-06-29,2016
892073,10951 ROSECRANS BLVD,BUY LOW MARKET,NORWALK,A,93,DAEYRMGJV,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201510,2015-10-06,2015
797899,12010 RAMONA BLVD STE #6,ENERGIA TOTAL PERFECT FIGURE,EL MONTE,A,90,DA54XO07D,1.0,# 47. Permits Available,OUT OF COMPLIANCE,201712,2017-12-11,2017
464745,5702 YORK BLVD,GALCO'S OLD WORLD GROCERY,LOS ANGELES,A,97,DA03320PV,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201606,2016-06-01,2016
674877,140 W VALLEY BLVD STE #203,GRAINS TASTE,SAN GABRIEL,A,90,DADVLP1LB,2.0,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE,201611,2016-11-02,2016
726160,2619 E CARSON ST,BIONICOS Y TAQUERIA EL CABRITO,CARSON,A,91,DAFSLXZ0Y,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201604,2016-04-19,2016
712248,970 MONUMENT ST # 111,PINOCCHIO IN CUCINA,PACIFIC PALISADES,A,96,DAFZHA1DP,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201704,2017-04-04,2017
205770,9809 S SAN PEDRO ST,LA FLOR MEAT MARKET,LOS ANGELES,A,97,DADBIUPXH,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201606,2016-06-16,2016
738607,1929 E 1ST ST,SAN MARCOS TORTILLERIA,LOS ANGELES,A,100,DAZ402IMI,0.0,No violation,No violation,201507,2015-07-07,2015
326412,250 N LARCHMONT BLVD,NOAH'S NEW YORK BAGELS #2192,LOS ANGELES,A,94,DAAHT7VE8,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201604,2016-04-06,2016
646881,4590 E HUNTINGTON DR N,HUNTINGTON DRIVE SHELL,LOS ANGELES,A,93,DACSYJXL9,1.0,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,201708,2017-08-09,2017
823478,12650 SHERMAN WAY STE #10,PIZZA ITALIA,NORTH HOLLYWOOD,A,91,DAX5SM3RS,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201608,2016-08-18,2016
883268,5321 HOLLYWOOD BLVD,THAILAND PLAZA RESTAURANT,LOS ANGELES,B,85,DAWHTQGRY,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201605,2016-05-11,2016
771581,13301 VENTURA BLVD,CASA VEGA,SHERMAN OAKS,A,94,DAEINZWPG,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201510,2015-10-06,2015
791016,7447 FIRESTONE BLVD,BOB'S BIG BOY,DOWNEY,A,90,DAK4XZNEK,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201511,2015-11-19,2015
179865,8501 PERSHING DR # #2,DEL REY DELI CO,PLAYA DEL REY,B,84,DANJJ1TYQ,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201603,2016-03-01,2016
101467,380 WORLD WAY T22,JAMES BEACH,LOS ANGELES,A,94,DA24PXPEY,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201608,2016-08-05,2016
278890,15826 VENTURA BLVD # 110,STACKED EATERY,ENCINO,A,93,DA0UXSJWZ,2.0,# 21a. Hot Water Available,OUT OF COMPLIANCE,201710,2017-10-13,2017
161960,1223 N GRAND AVE,LOLLICUP,WALNUT,A,91,DA8GGCD30,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201701,2017-01-13,2017
112599,7871 SANTA MONICA BLVD,WHOLE FOODS MARKET #20,WEST HOLLYWOOD,A,96,DAMAC6K3H,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201611,2016-11-29,2016
645407,1315 FAIR OAKS AVE,OAK TREE INN,SOUTH PASADENA,A,92,DARBCNDS7,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201511,2015-11-03,2015
838964,850 S SEPULVEDA BLVD KIOS E,PRESSED JUICERY,EL SEGUNDO,A,98,DAKPDNZFH,2.0,# 01b. Food safety certification,OUT OF COMPLIANCE,201704,2017-04-11,2017
274407,13301 E ARTESIA BLVD,GOODY'S DONUTS,CERRITOS,B,85,DAGEHBODX,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201607,2016-07-13,2016
112581,14 PENINSULA CTR,MAYER'S BAKERY,ROLLING HILLS ESTATES,A,92,DAC5PLWL0,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201510,2015-10-13,2015
741868,1724 DURFEE AVE,TASTY CHOICE #2,SOUTH EL MONTE,A,90,DAFJGEMYY,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201509,2015-09-08,2015
290358,2015 S HACIENDA BLVD,MONTANO'S CASA DE TACOS,HACIENDA HEIGHTS,A,93,DAEMEKNLE,2.0,# 01b. Food safety certification,OUT OF COMPLIANCE,201507,2015-07-13,2015
640732,208 ALPINE ST,WON KOK RESTAURANT,LOS ANGELES,B,85,DANEK35XA,2.0,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE,201608,2016-08-04,2016
89263,1300 S SAN PEDRO ST STE 201,MOO BONG RI,LOS ANGELES,A,91,DADJR2BCS,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201704,2017-04-12,2017
721245,2005 N HIGHLAND AVE,THE GREAT AMERICAN GRILL & B,LOS ANGELES,A,91,DARWOMUZR,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201608,2016-08-18,2016
162705,4020 LINCOLN BLVD STE #A,FREEBIRDS WORLD BURRITO,MARINA DEL REY,A,92,DAZJZOQJ0,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201511,2015-11-04,2015
494483,3430 OCEAN VIEW BLVD STE #H,DOMINO'S PIZZA,GLENDALE,A,90,DAVUQS1YZ,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201512,2015-12-02,2015
810189,6300 N FIGUEROA ST,PENNY'S BURGERS,LOS ANGELES,A,93,DA3A8DGCN,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201707,2017-07-06,2017
222542,43859 SIERRA HWY,SIERRA GAS & SCALE,LANCASTER,A,91,DASXTV0PQ,2.0,# 21a. Hot Water Available,OUT OF COMPLIANCE,201705,2017-05-25,2017
901375,1021 W ARROW HWY,CAKES UNLIMITED,SAN DIMAS,A,94,DA9FNLKH3,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201508,2015-08-28,2015
689877,695 S WESTERN AVE,MCDONALD'S # 6999,LOS ANGELES,A,91,DAKIZHVIG,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201608,2016-08-24,2016
729363,7070 W SUNSET BLVD,TACOS EL GAVILAN,LOS ANGELES,A,97,DALO0AZ4P,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201608,2016-08-24,2016
